sensor_060,sensor_104,sensor_511,sensor_349,sensor_022,sensor_029,sensor_437,sensor_130,sensor_125,sensor_296,sensor_317,sensor_301,sensor_126,sensor_295,sensor_027,sensor_034,sensor_080,sensor_453,sensor_131,sensor_065,result
-10.4455,-0.0097,36.2225,0.0187,-5489.0,67.1222,1.2287,-1.088,15.43,152.7853,6.4408,0.0395,0.9507,237.5514,2.0122,8.6556,-0.037,4.8741,0.8201,30.4455,양품
-2.9491,-0.0144,37.4026,0.0179,-5774.0,66.6333,1.9987,-2.742,15.71,316.8417,5.2397,0.0625,1.305,537.4688,1.9998,8.7402,-0.032,4.5144,0.828,22.9491,불량
0.4782,-0.0114,45.6641,0.0437,-5415.0,75.5556,3.5816,-2.222,15.52,330.6704,5.6335,0.1176,1.012,459.5309,1.986,8.3591,0.0064,5.33,0.81,19.5218,양품
1.4055,-0.0123,41.5902,0.0168,-5597.0,72.6111,2.6729,-2.694,15.66,183.6128,5.6146,0.0886,0.9176,84.1467,2.0088,8.7597,-0.0198,5.7144,0.8376,18.5945,양품
-7.0082,-0.0141,48.1416,0.0296,-5303.0,71.0667,2.5096,-1.939,15.69,134.4851,5.93,0.0809,0.9649,176.3047,2.034,8.5298,-0.0071,5.619,0.8568,27.0082,양품
1.9336,-0.0128,46.1388,0.0217,-5447.25,74.4667,3.2103,-2.742,15.71,333.1076,7.201,0.1264,1.305,175.3347,1.9987,8.2776,-0.0181,6.513,0.828,18.0664,불량
6.3491,-0.0084,48.8095,0.0206,-5606.25,68.0889,1.8296,0.0473,15.81,194.1655,5.7386,0.0611,1.201,390.1516,1.992,8.8424,-0.0017,5.1196,0.8285,13.6509,양품
6.2755,-0.013,37.0299,0.0208,-5631.25,71.4111,3.2768,-2.033,15.7,217.9702,5.0043,0.1177,0.8325,61.8028,2.0212,8.5735,-0.0235,5.3369,0.8121,13.7245,양품
5.6364,-0.0131,35.1145,0.0304,-5632.0,72.7222,2.0704,0.0,15.58,163.9776,6.0739,0.0755,0.8798,439.5369,2.0085,8.9562,-0.0328,5.6123,0.8068,14.3636,양품
-3.7791,-0.0097,62.6444,0.0176,-5468.0,72.2889,2.36,-2.6,15.78,69.3446,6.0095,0.0844,1.087,140.1404,1.9648,8.8078,-0.0129,5.6041,0.7696,23.7791,양품
-1.9482,-0.0111,62.4434,0.0165,-5400.5,75.8889,2.9335,-2.742,15.71,265.8477,7.2899,0.0928,1.305,415.5266,1.9925,8.3159,-0.0303,6.223,0.828,21.9482,양품
1.3282,-0.0048,70.4663,0.0277,-5651.25,75.6556,4.0278,-1.088,15.43,275.8037,7.782,0.1256,0.9507,166.3317,1.9825,8.0787,-0.0294,6.3468,0.8201,18.6718,양품
0.1536,-0.0125,32.1285,0.0259,-5528.5,72.7778,1.7614,-2.6,15.78,219.342,5.8572,0.0615,1.087,191.0855,1.9728,9.4336,-0.0093,5.3533,0.7696,19.8464,양품
-1.3127,-0.0112,30.3233,0.0273,-5863.0,68.3556,0.9151,-2.128,15.64,74.6927,7.6472,0.0307,1.021,280.0702,2.0032,8.897,-0.0236,6.6499,0.7931,21.3127,양품
-1.86,-0.0099,52.7919,0.0179,-5631.75,77.3444,1.3996,-2.08,15.71,182.4911,8.0229,0.0438,1.361,435.0666,2.0172,8.322,-0.021,6.7825,0.8405,21.86,양품
3.4318,-0.0134,47.0588,0.0162,-5773.0,75.2556,1.3186,-2.789,15.78,213.311,6.3314,0.0398,1.026,471.1737,2.0103,8.0787,-0.0139,5.8085,0.8336,16.5682,양품
3.1764,-0.0084,43.9169,0.0183,-5520.25,75.3667,3.6238,0.0473,15.73,45.218,7.3032,0.1152,1.295,241.6159,2.004,8.1166,-0.0406,6.255,0.8343,16.8236,양품
-2.3591,-0.0123,33.2657,0.0191,-5511.0,68.2,3.2351,-2.694,15.66,81.3854,6.1464,0.1089,0.9176,263.9432,1.9808,8.8424,-0.0184,5.2075,0.8376,22.3591,양품
2.3418,-0.0055,40.0,0.0201,-5437.25,76.3222,3.5217,-2.742,15.71,237.5968,6.91,0.109,1.305,206.2917,2.0213,8.1166,-0.0385,6.732,0.828,17.6582,양품
-6.0255,-0.0105,63.1579,0.0225,-5318.5,74.0111,1.9857,0.0473,15.73,139.0276,5.4995,0.0595,1.295,251.8948,1.9605,8.9857,-0.0369,5.5875,0.8343,26.0255,양품
0.1973,-0.0089,68.3473,0.0177,-5145.25,68.7667,3.9578,-2.789,15.78,17.224,5.336,0.1191,1.026,287.4652,2.003,8.8356,-0.0044,4.6231,0.8336,19.8027,양품
2.0673,-0.0134,32.0,0.0156,-5605.0,73.5,2.369,-3.072,15.69,84.1204,5.3866,0.0785,0.9649,92.6715,1.9715,9.0639,0.0179,4.8075,0.8238,17.9327,양품
,-0.0052,104.8544,0.0213,-5561.75,72.6,2.0014,-2.553,15.75,192.3235,8.1861,0.0754,1.111,373.1848,1.9998,8.0787,-0.0104,6.5121,0.8014,,양품
0.2355,-0.0134,65.733,0.0157,-5050.25,66.2111,4.036,-2.789,15.78,82.3934,6.932,0.1272,1.026,158.1463,1.996,8.7782,0.003,6.0395,0.8336,19.7645,양품
-3.01,-0.0095,47.2441,0.0243,-5190.0,75.2667,2.561,-2.317,15.69,325.1701,5.1052,0.0748,1.617,653.9083,1.9773,9.0639,-0.0166,5.1604,0.825,23.01,양품
1.28,-0.0135,39.1505,0.0188,-5191.5,68.0667,2.2021,-2.694,15.66,95.7183,7.9906,0.0752,0.9176,162.9734,2.0042,8.7782,-0.0129,6.3537,0.8376,18.72,양품
2.2009,-0.01,31.8804,0.0191,-5422.25,69.1556,0.9369,-2.128,15.64,233.54,5.8383,0.0322,1.021,108.917,1.9712,8.8356,-0.0275,5.5531,0.7931,17.7991,양품
-3.0055,-0.0095,52.8402,0.0217,-5459.75,70.8667,2.0277,-1.939,15.69,201.9191,6.2505,0.0685,0.9649,401.7681,2.0095,8.7597,-0.0293,5.8475,0.8568,23.0055,불량
-1.0982,-0.0097,44.4444,0.0249,-5705.5,73.2,3.3701,-0.2365,15.96,288.3343,5.1073,0.1106,1.087,514.6782,1.9912,8.2914,-0.0229,3.9882,0.733,21.0982,양품
-2.0309,-0.0063,77.4704,0.0149,-5912.0,75.3222,6.2388,-0.2365,15.96,131.5,5.8705,0.1858,1.087,535.4767,1.9745,8.322,-0.0307,5.0267,0.733,22.0309,양품
-6.6464,-0.009,42.2222,0.0168,-5441.25,70.9778,1.6454,-0.2365,15.96,120.9035,6.035,0.0633,1.087,149.5958,1.9712,8.8215,-0.0237,5.6322,0.733,26.6464,양품
-0.5455,-0.0088,50.2857,0.0248,-5711.75,69.7778,1.5973,-0.2365,15.96,37.1528,5.3896,0.0524,1.087,505.8876,2.0228,8.8581,-0.016,5.0292,0.733,20.5455,양품
-7.1518,-0.0085,52.7859,0.0168,-5545.25,67.1667,3.9714,-0.2365,15.96,97.7561,5.3458,0.1309,1.087,326.9387,2.022,8.7556,-0.0347,4.9598,0.733,27.1518,양품
-6.3845,-0.0052,66.6667,0.027,-5316.25,69.6333,3.5378,0.0,16.02,175.2142,4.6711,0.1076,1.031,212.7367,1.9758,8.662,-0.0091,4.4146,0.7672,26.3845,양품
-0.1545,-0.0056,62.5,0.0183,-5560.25,74.0667,3.2168,-0.2365,15.96,299.4066,6.3852,0.1023,1.087,426.9445,1.9962,9.4749,-0.049,6.4217,0.733,20.1545,양품
-1.4327,-0.0126,41.3519,0.0125,-5357.25,67.2667,3.0928,-3.072,15.69,75.1282,5.7741,0.1045,0.9649,397.7448,1.9857,8.7646,-0.0222,5.8988,0.8238,21.4327,양품
-5.65,-0.0102,58.8957,0.0283,-5100.0,73.0556,1.8865,0.0,16.02,65.1588,4.8158,0.0588,1.031,148.4408,1.9768,8.8097,-0.0437,4.5566,0.7672,25.65,양품
0.6573,-0.0091,42.9161,0.0242,-5498.75,73.8111,2.7093,0.2838,16.07,139.3111,7.7816,0.1005,1.286,312.8976,2.0092,8.5298,-0.0271,6.9854,0.7772,19.3427,양품
-1.9727,-0.012,53.3333,0.0175,-5597.75,74.0667,5.4041,0.2838,16.07,53.612,5.9509,0.1813,1.286,248.8981,1.9697,8.3808,-0.0397,5.9127,0.7772,21.9727,양품
5.0691,-0.0111,43.9462,0.0193,-5138.5,67.4444,1.5786,0.2838,16.07,105.4277,6.2114,0.0504,1.286,624.302,1.9995,8.7782,-0.0311,5.7309,0.7772,14.9309,양품
-0.5127,-0.0095,35.7424,0.0179,-5552.0,67.7889,4.7998,0.9934,15.77,303.8589,5.049,0.1446,0.7474,445.3905,1.9828,8.7037,-0.0185,4.5152,0.8435,20.5127,양품
4.1591,-0.01,55.0,0.017,-5523.25,67.3889,2.6719,0.9934,15.77,368.386,6.1122,0.0946,0.7474,99.4698,1.9923,8.7402,-0.0248,5.732,0.8435,15.8409,양품
3.1373,-0.0085,43.6578,0.0266,-5609.5,73.5222,4.2808,0.9934,15.77,310.2155,4.8794,0.1281,0.7474,341.8991,1.9567,8.3808,-0.0342,4.5931,0.8435,16.8627,양품
3.8682,-0.0075,210.596,0.0227,-5261.25,71.4889,2.5252,0.2838,16.07,167.8889,4.9534,0.078,1.286,336.0162,1.9968,8.8356,-0.0271,4.2659,0.7772,16.1318,불량
-5.4145,-0.0087,72.3099,0.0242,-5370.5,70.0444,2.331,-0.1419,15.98,123.4001,6.715,0.072,1.135,186.4287,1.9868,8.8215,-0.0076,5.36,0.7284,25.4145,양품
-0.6818,-0.0093,47.3755,0.0154,-5215.5,68.0778,1.4187,-0.1419,15.98,169.8615,6.2991,0.0496,1.135,321.6473,1.9882,8.7646,-0.0297,5.0896,0.7284,20.6818,양품
4.6891,-0.0088,52.4964,0.0179,-5743.25,72.4667,3.111,-0.1419,15.98,153.2971,8.0684,0.0971,1.135,334.0922,2.0115,8.8355,-0.0392,7.9867,0.7284,15.3109,양품
0.7736,-0.0138,23.8914,0.0213,-5398.0,75.9667,4.7775,0.9934,15.77,162.4336,8.6759,0.1558,0.7474,231.23,1.993,8.322,-0.0028,6.9501,0.8435,19.2264,양품
-0.7109,-0.0139,44.0036,0.0267,-4995.75,67.1667,3.4007,0.2838,16.07,211.7378,7.3623,0.1138,1.286,515.7579,1.9987,8.7037,-0.0398,6.5478,0.7772,20.7109,양품
3.1527,-0.0076,59.5041,0.0139,-5672.0,68.4556,1.2489,-0.1419,15.98,211.0324,6.9611,0.041,1.135,127.6506,2.0037,8.897,-0.0211,5.8595,0.7284,16.8473,양품
,-0.0109,68.5714,0.0227,-5521.0,69.5333,1.3326,0.2838,16.07,126.0595,6.0254,0.0435,1.286,369.6818,2.013,8.662,-0.0135,5.0911,0.7772,,양품
-3.8864,-0.0084,28.614,0.0179,-5627.25,74.5444,1.5166,1.513,15.69,208.3929,5.3752,0.0496,0.7379,361.1134,1.9995,8.2776,-0.0218,4.4892,0.7304,23.8864,양품
-6.8764,-0.007,76.1221,0.0195,-5729.5,70.9556,3.2181,-0.1419,15.98,203.3765,6.6633,0.1189,1.135,490.0928,1.9923,8.6556,-0.0365,5.5489,0.7284,26.8764,양품
-0.3955,-0.0071,50.9735,0.0196,-5346.25,67.0222,4.5407,-0.1419,15.98,163.9296,5.1124,0.1365,1.135,313.6435,1.99,8.7326,-0.0414,4.135,0.7284,20.3955,양품
0.1364,-0.0098,28.4987,0.0208,-5129.25,71.8778,1.9708,0.9934,15.77,259.7247,6.3654,0.0713,0.7474,242.7034,1.9995,8.8356,-0.0208,5.3239,0.8435,19.8636,불량
0.5536,-0.0085,29.4551,0.0223,-5341.5,76.3333,2.8024,-0.1419,15.98,377.4152,7.0671,0.095,1.135,425.5714,1.9725,9.1141,-0.0107,6.4545,0.7284,19.4464,양품
3.2573,-0.0056,68.0089,0.0275,-5290.5,68.2,3.7127,-0.1419,15.98,162.0275,7.8759,0.1279,1.135,283.2449,1.9935,8.9979,-0.0156,6.5351,0.7284,16.7427,양품
0.8527,-0.0126,56.3492,0.021,-5475.5,70.5556,2.4269,0.9934,15.77,116.0962,7.2906,0.0826,0.7474,159.0692,2.0395,9.3868,-0.0168,6.397,0.8435,19.1473,불량
-5.7091,-0.0057,95.8606,0.1193,-5333.0,68.0778,1.4011,0.2838,16.07,154.8018,5.2764,0.0504,1.286,87.7306,1.9832,8.8105,-0.0224,4.5118,0.7772,25.7091,불량
3.0718,-0.0113,34.6667,0.0207,-5524.5,73.6667,2.2303,1.419,15.75,219.3192,4.7517,0.0731,0.7048,396.4379,1.9748,8.2914,0.001,4.527,0.821,16.9282,양품
4.9382,-0.0103,39.7094,0.0216,-5324.5,69.0667,2.3135,1.419,15.75,97.2021,5.1804,0.0794,0.7048,499.6015,2.01,8.7037,-0.0064,4.3526,0.821,15.0618,양품
2.8727,-0.0136,27.1311,0.0209,-5662.0,69.9333,3.7537,-2.033,15.7,169.7901,7.259,0.1163,0.8325,121.4166,2.0205,8.8355,-0.0408,6.5757,0.8121,17.1273,양품
-0.63,-0.0114,24.5077,0.0265,-5826.0,71.8333,0.8521,0.5204,16.01,166.824,7.4976,0.0335,1.144,346.7112,1.9765,8.8355,0.0005,7.3193,0.6778,20.63,양품
-1.4355,-0.0119,26.0504,0.0202,-5219.5,68.4333,3.5985,1.419,15.69,126.2814,8.2179,0.1247,0.8089,126.524,1.9733,9.7137,0.0008,7.5071,0.8557,21.4355,양품
3.7136,-0.0107,44.9649,0.0189,-5329.75,73.6889,3.4228,1.419,15.75,292.3058,5.6708,0.1067,0.7048,514.3399,1.958,8.2345,-0.0332,5.1426,0.821,16.2864,양품
1.04,-0.0111,36.8126,0.0179,-5621.0,72.3778,2.9526,1.419,15.75,169.4206,7.7467,0.097,0.7048,346.7324,1.963,8.8355,-0.0156,6.6589,0.821,18.96,양품
-3.0909,-0.0053,81.3239,0.021,-5248.75,68.7222,2.6488,1.513,15.69,110.2705,5.5404,0.089,0.7379,273.078,2.003,8.7556,0.0028,4.9781,0.7304,23.0909,양품
-1.41,-0.0129,45.5598,0.0204,-5329.0,70.1667,7.8654,1.419,15.75,131.4214,7.9791,0.239,0.7048,500.1766,2.0025,9.534,-0.0006,6.8186,0.821,21.41,양품
-0.0182,-0.0084,49.9257,0.0153,-5759.5,73.2778,4.0349,1.513,15.69,183.7487,5.4564,0.1226,0.7379,495.5115,1.9973,21.5944,-0.0236,4.831,0.7304,20.0182,양품
2.9282,-0.0086,52.0231,0.0339,-5345.25,68.4333,2.4037,0.5204,16.01,164.9909,5.4921,0.0865,1.144,987.1458,2.0075,9.534,-0.005,5.1679,0.6778,17.0718,양품
3.8882,-0.009,33.2871,0.0446,-5469.5,67.8,4.1268,0.5204,16.01,97.6776,5.7088,0.1456,1.144,361.2022,1.9777,8.7037,-0.0132,5.2288,0.6778,16.1118,불량
-3.5727,-0.0082,62.0061,0.0206,-5867.5,70.8444,5.7252,0.5204,16.01,470.9907,8.666,0.1929,1.144,534.5294,2.0223,9.0447,-0.0028,6.4784,0.6778,23.5727,양품
0.1627,-0.0093,35.2941,0.0215,-5326.5,68.2444,2.3299,1.419,15.75,185.9256,7.4082,0.0722,0.7048,507.3753,1.9988,8.6472,0.0021,6.4664,0.821,19.8373,양품
1.7909,-0.0097,34.0645,0.0226,-5224.25,70.0222,4.4678,0.5204,16.01,408.4981,7.3295,0.1371,1.144,275.1016,1.999,9.534,-0.0043,5.6632,0.6778,18.2091,양품
-2.4818,-0.0091,49.2476,0.0202,-5719.0,72.0111,4.9141,0.5204,16.01,207.9663,5.1999,0.1517,1.144,112.5877,1.9865,8.2914,-0.0046,5.0733,0.6778,22.4818,양품
0.67,-0.0119,60.5042,0.0188,-5432.0,70.2556,2.8257,-0.5204,16.08,146.0168,5.31,0.091,1.154,738.2886,1.9895,9.0402,-0.0039,4.2369,0.7492,19.33,양품
1.7273,-0.0124,21.8402,0.0176,-5242.75,67.4222,1.6488,-0.5204,16.08,100.6525,5.821,0.0522,1.154,90.5626,2.01,9.0402,-0.0102,6.2975,0.7492,18.2727,양품
1.8609,-0.0092,61.8725,0.0197,-5603.75,74.6556,4.1862,1.419,15.75,319.7461,4.9588,0.1364,0.7048,411.3922,1.9958,8.8097,-0.0034,5.1632,0.821,18.1391,양품
2.5055,-0.0077,29.6774,0.0157,-5294.5,73.9,1.2802,0.5204,16.01,193.9046,8.2205,0.0412,1.144,306.0441,2.001,8.5298,-0.0276,7.0805,0.6778,17.4945,양품
1.9764,-0.0138,40.0,0.0201,-5575.0,71.6,2.2729,1.419,15.75,192.688,6.9554,0.0684,0.7048,278.0587,2.003,13.5481,-0.0022,5.8267,0.821,18.0236,양품
3.3064,-0.0084,34.4725,0.0217,-5544.0,68.0,3.6725,1.419,15.69,214.4176,5.3497,0.1277,0.8089,53.3979,1.9865,9.2064,0.0128,5.691,0.8557,16.6936,양품
-2.1009,-0.0064,77.0138,0.0274,-5224.5,67.9222,3.6151,1.419,15.69,228.4243,5.5107,0.1207,0.8089,329.76,1.972,8.7556,-0.0208,5.7419,0.8557,22.1009,양품
0.7864,-0.0084,64.3815,0.0217,-5307.75,70.1778,4.0099,1.419,15.69,292.6401,5.4234,0.1266,0.8089,293.8314,1.971,8.8973,-0.0143,4.0051,0.8557,19.2136,양품
0.9573,-0.0093,63.4409,0.0219,-5663.5,68.5889,5.5472,0.5204,16.01,102.2204,5.8239,0.2041,1.144,214.6152,1.9698,8.8356,-0.0053,5.2642,0.6778,19.0427,양품
0.2236,-0.008,73.5202,0.019,-5542.75,72.9667,5.2419,0.5204,16.01,62.002,6.8055,0.1684,1.144,372.0989,1.9585,8.3808,-0.0357,6.0565,0.6778,19.7764,양품
3.4845,-0.013,49.1835,0.0286,-5709.75,68.7111,2.324,0.9461,15.62,132.0641,6.6303,0.0775,0.8514,459.3331,2.0047,9.0402,-0.0294,7.6717,0.7573,16.5155,양품
-0.1891,-0.011,46.3636,0.0229,-5834.75,72.7556,1.8701,-0.7569,16.07,226.3322,7.1829,0.0733,1.281,369.5983,1.9625,8.2914,0.0011,6.106,0.7403,20.1891,양품
-5.55,-0.0078,39.6166,0.0226,-5477.0,70.5333,3.4384,-0.7569,16.07,174.0967,5.9541,0.1162,1.281,161.6684,1.9777,8.8215,-0.0127,5.257,0.7403,25.55,양품
0.7955,-0.0065,41.8605,0.0224,-5241.5,67.6889,1.9858,-1.83,16.09,241.6044,5.9205,0.0781,1.757,335.2377,1.9947,8.8909,-0.012,4.7479,0.7182,19.2045,양품
1.5036,-0.0136,51.3291,0.0174,-5095.0,69.4222,3.2808,2.458,15.61,116.896,5.4847,0.0996,1.097,320.5215,1.9872,8.3383,-0.0336,5.4287,0.8346,18.4964,양품
-0.3445,-0.0125,46.493,0.0139,-5356.25,67.5556,4.2044,2.458,15.61,95.8797,7.0692,0.1446,1.097,529.4352,1.99,9.7137,-0.0243,6.0013,0.8346,20.3445,양품
-7.1427,-0.0108,47.2222,0.0183,-5270.0,68.0,2.0743,2.458,15.61,301.6459,6.2691,0.0713,1.097,93.6056,1.975,8.3383,-0.0142,4.9954,0.8346,27.1427,양품
-4.72,-0.0116,21.5517,0.0205,-5247.5,70.2333,4.3397,2.458,15.61,119.3454,7.0345,0.1342,1.097,824.7935,2.0145,8.3383,-0.0098,5.7386,0.8346,24.72,양품
0.9427,-0.0114,38.6813,0.0177,-5445.25,70.4222,3.6257,2.458,15.61,251.0025,6.8448,0.1102,1.097,362.66,1.9655,8.3383,-0.0268,6.1774,0.8346,19.0573,양품
1.8782,-0.0051,136.9193,0.0198,-5461.0,74.7111,3.7244,1.419,15.69,194.5328,7.4313,0.1135,0.8089,189.4853,1.985,8.3159,-0.0224,5.6884,0.8557,18.1218,양품
-3.3427,-0.0112,50.168,0.0196,-5422.25,68.6111,2.1461,-1.83,16.09,172.4865,7.6062,0.0673,1.757,237.1587,2.0017,8.7556,-0.0069,6.9489,0.7182,23.3427,양품
0.6855,-0.0059,108.0169,0.0309,-5294.5,69.4111,3.441,-1.83,16.09,281.2289,4.9729,0.1025,1.757,463.3102,1.9875,8.6556,-0.0064,4.4431,0.7182,19.3145,양품
-3.6036,-0.0102,74.4186,0.0278,-5264.5,69.5222,2.4535,-0.5204,15.74,263.3266,6.4635,0.0825,1.276,168.0843,1.9507,9.0447,-0.0047,5.6882,0.7154,23.6036,양품
1.1991,-0.0084,51.0386,0.0204,-5612.25,74.0889,2.0735,-1.83,16.09,219.1261,5.2453,0.0636,1.757,374.4866,2.0033,8.2345,-0.0234,4.8189,0.7182,18.8009,양품
1.5882,-0.0097,41.2371,0.0266,-5407.25,69.3778,1.9105,0.9461,15.62,103.8926,5.7796,0.0616,0.8514,211.9283,2.0032,8.6556,-0.0075,5.1854,0.7573,18.4118,양품
-6.0636,-0.0079,68.0315,0.02,-5517.75,72.2778,4.8084,-0.5204,15.8,263.4407,5.8805,0.1586,1.163,330.1882,1.991,8.9036,0.0021,5.8691,0.6814,26.0636,양품
2.5855,-0.0086,50.1458,0.0366,-5767.75,71.1,2.2433,0.9461,15.62,119.592,7.5545,0.0765,0.8514,270.7205,2.0225,9.3868,0.0085,6.4882,0.7573,17.4145,양품
-1.8809,-0.0082,46.4122,0.0233,-5733.0,68.7889,3.0492,-0.5204,15.8,231.7619,3.2548,0.0956,1.163,462.1565,1.957,9.0744,-0.0028,2.9301,0.6814,21.8809,양품
-3.7773,-0.0112,56.25,0.0229,-5454.0,68.8556,3.9029,0.1419,15.61,431.6955,5.1468,0.1235,0.8278,280.0952,2.0213,8.3383,-0.0048,4.7896,0.7131,23.7773,양품
-2.1464,-0.0137,33.5766,0.0206,-5320.5,66.2889,3.3275,-0.9934,15.79,175.0181,6.5791,0.1106,1.229,89.1908,1.983,8.3383,-0.0142,6.8779,0.6812,22.1464,양품
0.8045,-0.0096,73.6706,0.033,-5802.25,70.3889,1.9831,-0.5204,15.8,293.1614,6.0393,0.0597,1.163,1181.3245,2.0195,8.9541,0.0008,5.5287,0.6814,19.1955,양품
-1.3618,-0.0106,35.8068,0.0131,-5241.0,70.4667,3.6133,-0.9934,15.79,209.6243,5.3109,0.1143,1.229,384.764,2.0267,8.3383,-0.0006,4.8333,0.6812,21.3618,양품
-3.1382,-0.0125,44.044,0.0175,-5529.25,72.5556,1.7351,-0.9934,15.79,269.5012,4.7086,0.0551,1.229,123.2433,1.972,8.627,-0.0087,4.6994,0.6812,23.1382,양품
0.3245,-0.0092,58.8556,0.095,-5390.0,68.1333,2.3692,0.9461,15.62,327.0163,7.257,0.0804,0.8514,266.02,2.0062,8.8973,-0.0568,6.5948,0.7573,19.6755,양품
-9.7682,-0.0115,59.2593,0.0154,-5400.0,71.1,1.6059,0.9461,15.62,121.7604,6.3956,0.0487,0.8514,396.2583,2.0103,9.7137,-0.0125,5.2923,0.7573,29.7682,양품
2.6991,-0.011,47.3265,0.0285,-5400.25,74.3111,1.4327,-1.83,16.09,67.8945,5.9684,0.0478,1.757,453.7256,1.954,8.1409,-0.0152,5.1066,0.7182,17.3009,양품
-3.7073,-0.0095,25.2632,0.0326,-5194.75,76.2333,1.607,0.1419,15.61,232.0336,7.8776,0.0529,0.8278,233.5799,1.9507,9.1637,0.0015,6.3048,0.7131,23.7073,양품
-2.6564,-0.0083,44.3778,0.0256,-5371.5,69.9556,4.2287,-0.5204,15.74,288.6513,6.3991,0.1442,1.276,203.274,2.021,9.0447,-0.022,5.7446,0.7154,22.6564,양품
-7.87,-0.0086,89.7959,0.0169,-4992.75,67.9889,3.5076,0.9461,15.62,239.3134,5.0304,0.1122,0.8514,239.3998,1.9855,8.7556,0.0046,5.1438,0.7573,27.87,양품
-1.99,-0.0093,64.1711,0.0215,-5526.5,69.6222,2.0212,0.1419,15.61,211.4813,5.4252,0.0643,0.8278,440.2579,2.0097,9.534,-0.008,5.1457,0.7131,21.99,양품
-5.8855,-0.009,42.1637,0.0225,-5295.25,69.2889,3.937,-0.7569,16.07,225.3802,8.2363,0.1274,1.281,229.5073,1.979,8.9541,-0.0047,6.0927,0.7403,25.8855,양품
4.3618,-0.017,29.912,0.0278,-5426.0,68.3667,2.2491,-1.83,16.09,144.4677,7.8763,0.0771,1.757,458.9357,1.9997,8.7646,-0.0018,6.5746,0.7182,15.6382,양품
-7.6655,-0.0148,35.8108,0.0209,-5186.25,68.5667,1.4804,-0.9934,15.79,112.5581,6.4221,0.0523,1.229,313.1372,2.036,8.6556,-0.0106,5.1651,0.6812,27.6655,양품
1.1655,-0.0117,41.0256,0.0206,-5389.5,65.0889,1.6206,-1.83,16.09,186.8092,5.669,0.0582,1.757,312.6238,2.021,8.8105,-0.0234,5.23,0.7182,18.8345,불량
8.1455,-0.0114,51.8112,0.0253,-5233.75,66.0111,0.679,-0.7569,16.07,119.1256,5.7746,0.0236,1.281,377.0963,1.9998,8.7187,-0.0007,5.6926,0.7403,11.8545,불량
1.6482,-0.0077,86.1338,0.0242,-5633.5,70.6444,2.4365,0.1419,15.61,206.5535,5.6479,0.0923,0.8278,505.1267,1.9907,8.8215,-0.0156,5.1263,0.7131,18.3518,양품
-1.4227,-0.0087,65.6115,0.0286,-5619.5,67.1444,4.8459,-0.7569,16.07,116.759,4.9714,0.1478,1.281,422.1647,1.9897,8.7326,-0.0048,4.9866,0.7403,21.4227,양품
0.0955,-0.0091,29.7521,0.0192,-5357.5,69.2667,4.0947,-0.7569,15.87,265.4154,8.5157,0.1273,1.357,254.949,2.0062,9.2064,-0.0108,7.3452,0.7085,19.9045,양품
7.1009,-0.0089,54.1608,0.0249,-5070.75,70.3667,5.0903,-0.5204,15.8,155.772,5.9591,0.1548,1.163,187.5231,1.9475,9.0744,-0.0126,5.798,0.6814,12.8991,양품
1.5273,-0.0132,31.09,0.014,-5421.75,71.1556,0.9667,0.2365,15.74,86.487,8.0688,0.0319,0.946,486.5808,1.9803,8.9036,-0.012,7.462,0.7996,18.4727,양품
1.8582,-0.0093,46.1126,0.0221,-5311.25,73.1444,3.4034,-0.7569,15.87,110.2221,5.7646,0.1173,1.357,177.1071,1.9865,8.5735,0.0028,5.5379,0.7085,18.1418,양품
0.2336,-0.0117,38.5852,0.0172,-5207.25,68.6222,4.4883,0.2365,15.74,105.025,6.0147,0.1435,0.946,992.2655,1.9905,8.6556,-0.0163,5.757,0.7996,19.7664,양품
1.0482,-0.0101,64.1184,0.0232,-5594.5,70.5778,3.093,-0.5204,15.8,256.4716,7.0488,0.0951,1.163,229.0713,1.9768,9.534,-0.0141,5.4803,0.6814,18.9518,양품
-1.03,-0.013,22.2863,0.0146,-5349.25,69.0111,4.023,0.2365,15.74,115.101,7.1241,0.1272,0.946,428.0556,2.006,9.0402,-0.0006,5.7366,0.7996,21.03,양품
-1.0445,-0.0131,43.3873,0.0151,-5337.75,70.6778,5.2834,0.2365,15.74,194.9981,5.6802,0.1656,0.946,478.3307,1.9897,8.9036,-0.0113,5.4634,0.7996,21.0445,양품
0.5982,-0.0105,35.2381,0.0242,-5424.5,69.0333,1.4912,0.2365,15.74,87.5762,5.3937,0.0504,0.946,337.59,2.0063,9.2064,-0.0134,5.1389,0.7996,19.4018,양품
0.4264,-0.0104,73.253,0.0196,-5092.25,70.5333,2.368,-0.8042,15.87,110.9876,5.9246,0.0739,1.229,188.0414,1.997,8.7187,-0.0199,5.3952,0.7003,19.5736,양품
1.3255,-0.0123,31.6109,0.0201,-5440.5,67.8556,2.8779,-0.8042,15.87,138.6194,7.9193,0.0965,1.229,456.8249,2.0213,8.7646,-0.0036,7.124,0.7003,18.6745,양품
-3.4191,-0.0095,52.7009,0.0281,-5412.75,72.8556,1.3861,0.1419,15.61,81.6144,5.9569,0.0463,0.8278,438.3799,1.9773,8.2914,-0.0048,5.4727,0.7131,23.4191,양품
