sensor_060,sensor_104,sensor_511,sensor_349,sensor_022,sensor_029,sensor_437,sensor_130,sensor_125,sensor_296,sensor_317,sensor_301,sensor_126,sensor_295,sensor_027,sensor_034,sensor_080,sensor_453,sensor_131,sensor_065,sensor_128,sensor_023,sensor_124,sensor_520,sensor_438,sensor_015,sensor_134,sensor_388,sensor_558,sensor_057,sensor_201,sensor_461,sensor_064,sensor_472,sensor_456,sensor_478,sensor_059,sensor_077,sensor_469,sensor_366,sensor_127,sensor_512,sensor_066,sensor_091,sensor_338,sensor_470,sensor_039,sensor_033,sensor_570,sensor_069,result
-5.1645,-0.0114,38.512,0.0156,-6333.25,73.3778,5.5475,0.3784,15.73,37.027,5.0275,0.1048,0.9365,181.2721,0.6785,8.6024,0.0059,4.5227,0.8741,25.1645,0.4108,2278.5,15.71,,3.9522,11.1558,1000.1451,0.0,1.8125,0.9312,18.24,22.5964,14.36,22.2335,4.3623,4.42,4.5909,0.0084,316.001,0.0045,2.985,0.0,32.5683,8862.2601,4.1012,5.227,86.8309,83.8792,27.0951,147.0582,불량
-3.5064,-0.0119,42.7673,0.0185,-5497.5,72.1111,1.4337,0.0,15.73,275.9348,8.0069,0.0477,1.465,191.7785,1.9745,8.3675,0.0091,6.6197,0.6567,23.5064,0.6866,2578.0,15.77,,2.6348,8.6656,996.759,0.0,0.9597,0.9161,15.73,25.0382,15.7082,3.7723,2.2938,4.9671,4.4969,-0.0211,312.2893,0.0031,2.495,0.0,29.7574,,3.2216,5.1545,86.8342,85.2544,15.4662,148.1736,양품
-1.0455,-0.0124,42.0627,0.0138,-5564.0,72.1889,2.953,0.0,15.71,360.3095,6.2074,0.1071,1.276,486.2455,2.0408,8.5615,0.0116,6.2126,0.7048,21.0455,0.6481,2601.25,15.73,,9.9738,10.8377,993.8988,0.0,1.4808,0.9312,18.23,29.1859,9.8854,21.9073,4.0683,4.5404,4.5909,0.0023,0.0,0.0074,2.533,0.0,27.2606,8396.1,4.3748,6.2925,87.1811,87.3732,23.9104,148.4445,양품
-4.25,-0.0133,42.2243,0.021,-5264.5,74.8778,1.0839,0.0,15.73,299.7582,6.2117,0.0355,1.465,607.0873,1.9637,8.2061,0.0103,5.7468,0.6567,24.25,0.6866,2644.5,15.77,,6.544,8.2138,996.759,0.0,,0.8766,13.92,33.6219,10.7146,5.279,3.393,5.0001,4.2229,-0.0317,130.5882,0.0072,2.495,842.1053,31.9995,9053.8801,1.7923,4.4048,86.7514,85.4577,23.2997,150.9982,양품
2.3091,-0.0111,32.287,0.0276,-6475.5,72.0556,4.3954,0.0,15.73,72.4822,6.3138,0.1017,1.465,283.0365,1.8032,8.1605,-0.0071,5.7964,0.6567,17.6909,0.6866,2311.5,15.77,,3.7471,9.9712,996.759,0.0,1.2917,0.9332,19.91,19.0038,10.8428,16.0679,3.7547,5.1075,4.5655,-0.0206,416.1813,0.0058,2.495,0.0,23.8511,8783.9301,2.454,4.3417,86.629,85.1237,15.4662,145.2764,양품
-6.2473,-0.0086,36.9942,0.0251,-5274.25,73.3,3.1188,-0.3311,15.77,218.933,5.3692,0.1021,1.163,227.9216,1.9975,8.3675,-0.0031,5.0602,0.7069,26.2473,0.6638,2549.5,15.78,,3.2742,9.1785,997.4334,0.0,1.8156,0.934,22.27,25.0752,20.0673,22.0554,4.0368,7.5956,4.5518,-0.0001,241.2251,0.0064,2.723,600.0,36.5432,,4.0939,4.8662,86.8342,85.2544,33.3323,142.9782,불량
-2.5027,-0.0094,174.0988,0.0198,-6623.75,70.5667,7.7901,0.0,15.71,51.9519,8.5495,0.183,1.276,244.8447,1.7985,8.1605,-0.0275,6.6973,0.7048,22.5027,0.6481,2269.5,15.73,,2.6925,8.7335,993.8988,0.0,1.8156,0.9191,21.0,33.2053,22.3227,3.4598,2.2906,6.8676,4.5777,-0.0147,528.6233,0.0062,2.533,782.2222,32.7483,8808.85,3.8422,7.9344,86.629,85.1237,17.5085,141.0982,양품
4.1691,-0.0121,39.6285,0.0225,-5187.25,68.0889,6.3367,-0.4258,15.79,141.8015,8.6883,0.1922,1.064,353.6923,1.994,8.7556,-0.0026,6.7057,0.6888,15.8309,0.6868,2438.5,15.84,,4.1123,7.4488,1006.0044,0.0,2.4668,0.9185,13.18,24.0618,11.6023,5.2885,2.385,6.8146,4.539,0.0021,306.3018,0.0032,2.654,0.0,22.3694,8508.81,3.5887,7.0484,86.5808,85.549,22.1882,148.3573,양품
-0.4491,-0.0115,48.0349,0.0219,-5384.5,67.1222,4.5675,-0.4258,15.79,211.4308,5.9439,0.1524,1.064,524.1568,1.9675,8.8909,-0.0115,5.5391,0.6888,20.4491,0.6868,2661.5,15.84,,5.0654,8.978,1006.0044,0.0,1.3786,0.9323,15.23,48.6643,9.8212,9.8416,3.6969,3.2363,4.5941,0.0047,0.0,0.0054,2.654,0.0,23.9246,8655.28,2.4604,3.5861,86.5543,84.4668,25.4636,144.61,양품
-2.1136,-0.0113,44.0529,0.0215,-5158.75,70.9778,1.9109,-0.4258,15.79,178.7202,6.6639,0.0653,1.064,225.5665,2.0175,8.451,-0.0093,6.4289,0.6888,22.1136,0.6868,2576.25,15.84,,4.5085,9.1436,1006.0044,0.0,1.8156,0.9312,18.13,34.5166,14.8573,19.0458,4.0715,4.9854,4.5909,-0.0188,548.8165,0.0039,2.654,0.0,29.2308,8643.81,3.0877,6.0423,87.0768,86.7657,15.4662,146.0273,양품
-0.7664,-0.0122,22.8805,0.0257,-5379.0,72.0667,4.9313,-0.4258,15.79,82.5767,5.3262,0.1536,1.064,74.7306,2.0225,9.9095,-0.035,5.4981,0.6888,20.7664,0.6868,2567.75,15.84,,4.0241,9.0278,1006.0044,0.0,1.8749,0.9325,10.92,44.8191,6.4922,7.9034,4.0679,4.1137,4.5525,0.01,473.6655,0.0056,2.654,271.6981,25.5758,9724.2,1.1788,4.58,86.5141,84.8142,15.4662,152.1755,양품
0.4345,-0.0131,44.2748,0.0218,-5311.75,69.2,2.2773,-0.4258,15.79,231.7218,7.3448,0.0793,1.064,174.393,1.9888,9.3181,-0.0106,6.4384,0.6888,19.5655,0.6868,2521.5,15.84,,4.1908,7.3519,1006.0044,0.0,0.5636,0.9185,14.29,24.976,15.1727,9.9353,2.4083,6.0469,4.5677,0.0019,0.0,0.0041,2.654,1000.0,27.4583,8303.9899,1.7932,6.8097,87.4062,86.899,15.4662,148.8355,양품
2.9864,-0.0134,38.0242,0.0327,-5211.0,69.3667,3.6501,-0.4258,15.79,202.7527,8.1537,0.1131,1.064,422.495,2.0122,8.9036,-0.0247,7.2434,0.6888,17.0136,0.6868,2601.0,15.84,,5.4781,11.3573,1006.0044,0.0,0.6724,0.9324,17.57,28.7131,11.4185,17.3285,3.9706,3.95,4.5164,-0.0011,440.3351,0.0038,2.654,400.0,19.9304,8609.3299,3.8171,6.5795,86.4182,86.1541,29.564,142.0255,양품
-3.7245,-0.0092,40.2721,0.0307,-6194.0,69.8778,5.8685,0.0,15.73,209.1403,8.1594,0.138,1.465,277.4539,1.826,8.1605,-0.0288,7.0901,0.6567,23.7245,0.6866,2420.5,15.77,,4.5794,11.497,996.759,0.0,1.8156,0.9191,16.7,16.8014,19.2018,3.7583,2.5641,5.1156,4.5777,-0.0342,425.0183,0.0058,2.495,0.0,30.9009,8691.9499,4.3331,6.3579,86.629,85.1237,22.5964,142.8973,양품
-1.4782,-0.0129,39.4966,0.0214,-4416.5,72.9778,5.6407,-0.0473,15.8,377.1537,5.4125,0.1854,1.376,836.9693,1.9718,8.4891,-0.0133,4.4585,0.7873,21.4782,0.7012,2838.75,15.84,,4.3849,15.3409,1002.4862,0.0,1.8156,0.9312,20.88,30.8532,11.3628,19.9594,4.0315,4.1278,4.5909,0.0137,0.0,0.0035,2.721,982.8571,27.2906,8561.28,4.0188,6.8902,86.8889,83.2054,15.4662,148.7491,양품
0.2945,-0.0124,24.2669,0.0291,-6451.0,72.9778,5.7545,-0.8515,15.72,46.4543,6.2424,0.1467,1.262,97.0086,1.7913,8.9607,-0.0214,5.5042,0.6814,19.7055,0.6959,2282.0,15.76,,5.7552,12.8039,997.157,0.0,1.8156,0.9172,18.69,37.2892,14.0181,4.9463,2.4075,9.6409,4.4868,-0.0099,0.0,0.0071,2.588,0.0,28.293,8271.4301,2.2164,7.9004,86.4051,84.0623,15.4662,146.9773,양품
5.6155,-0.013,29.9137,0.0208,-6358.25,72.3889,2.8099,-0.0473,15.8,58.7785,5.0686,0.0676,1.376,212.6835,1.8172,8.4891,0.0209,4.5218,0.7873,14.3845,0.7012,2319.25,15.84,,4.0061,7.5335,1002.4862,0.0,1.8156,0.9312,15.77,41.9657,7.7153,22.3519,4.2205,2.9642,4.5909,0.0187,287.4211,0.0036,2.721,0.0,20.1338,8488.5899,4.6582,5.714,86.8889,83.2054,15.4627,149.1136,양품
5.5191,-0.0143,33.4786,0.0257,-6422.5,74.4333,7.2201,-0.0473,15.8,46.4363,7.3597,0.1829,1.376,184.1747,1.7997,8.4891,-0.0274,6.0233,0.7873,14.4809,0.7012,2257.5,15.84,,4.0305,14.2835,1002.4862,0.0,1.2231,0.9185,19.44,38.2569,12.8988,6.0806,2.319,9.4815,4.539,0.0293,183.0011,0.004,2.721,0.0,23.6405,8649.77,3.0828,8.6815,86.8889,83.2054,36.7077,145.9682,양품
2.2618,-0.0125,39.8804,0.0253,-5641.0,72.8222,3.9483,-0.0946,15.71,242.7056,6.9216,0.1288,1.503,346.0954,1.9668,9.7571,-0.0285,6.0477,0.6815,17.7382,0.7081,2686.0,15.67,,7.9646,7.8656,995.4129,0.0,1.8156,0.9324,16.74,25.2926,13.0386,18.6809,4.0582,8.7071,4.539,-0.0064,564.1475,0.0056,2.545,971.4286,26.3682,9004.15,3.438,4.1621,86.8511,84.1477,32.1964,143.5618,양품
2.3936,-0.0135,36.4312,0.0228,-6464.25,74.3,7.7851,-0.0473,15.8,47.5885,8.0541,0.1695,1.376,369.0297,1.787,8.4891,-0.0133,6.1718,0.7873,17.6064,0.7012,2262.0,15.84,,2.961,7.5794,1002.4862,0.0,1.8156,0.9185,16.61,30.7585,17.0237,6.4555,2.3448,8.1848,4.539,0.0274,439.0809,0.005,2.721,0.0,28.4191,8986.93,2.9092,8.09,86.8889,83.2054,24.2552,143.07,양품
-2.7973,-0.0091,30.727,0.028,-5362.5,72.7111,1.4027,-0.0946,15.71,200.0617,6.6345,0.0483,1.503,196.249,1.994,8.5735,-0.0253,5.4143,0.6815,35.25,0.7081,2680.0,15.67,,2.7506,9.71,995.4129,0.0,1.8156,0.9197,183.66,34.6115,37.2708,212.6557,2.5296,76.9317,4.5303,0.02,0.0,0.004,2.545,629.5082,118.0836,8554.4699,38.8995,29.847,87.1288,86.3898,15.4662,137.6936,양품
-0.0864,-0.0092,41.4734,0.0256,-5249.25,68.0778,2.4492,-0.7096,15.69,98.2527,3.8922,0.0736,1.711,451.7974,2.024,9.1526,-0.0217,3.1265,0.6819,20.0864,0.742,2609.25,15.75,,4.4067,4.0678,996.6426,0.0,0.9527,0.9315,22.0,43.278,14.7073,8.258,3.9881,5.2994,4.5545,-0.0394,0.0,0.0057,2.665,552.7273,27.3817,8696.4301,1.0688,5.2366,86.1978,84.5275,26.3497,149.8282,양품
-0.2491,-0.0091,75.0345,0.0256,-5295.25,68.3111,3.4369,-0.0473,15.8,154.7665,4.9734,0.1078,1.376,599.7796,2.0145,9.0744,-0.0169,4.4175,0.7873,20.2491,0.7012,2560.0,15.84,,3.9525,9.1047,1002.4862,0.0,1.8156,0.932,20.89,24.6772,10.5845,7.5533,4.0762,3.1226,4.5587,-0.0161,0.0,0.0038,2.721,0.0,24.1601,8546.6102,1.3859,4.3936,85.9594,84.9605,15.4662,150.8373,양품
-1.7909,-0.0092,27.0636,0.0177,-5290.25,73.4444,5.1064,-0.8042,15.75,146.0651,7.2246,0.1563,1.087,497.0824,1.956,8.2345,-0.0296,5.6722,0.6976,21.7909,0.7135,2691.5,15.75,,4.0847,14.3116,999.9423,0.0,1.8156,0.9201,20.8,22.9431,16.9337,5.7727,2.4791,8.2849,4.5499,-0.0113,509.797,0.0027,2.582,280.0,32.6374,8780.11,2.8396,8.3992,86.6958,85.3996,33.1324,138.9282,양품
1.6018,-0.0113,28.1938,0.0151,-6586.0,69.6222,7.5505,-0.8042,15.57,17.7106,4.8429,0.1813,1.395,58.4294,1.7933,8.6384,-0.0073,4.6244,0.6534,18.3982,0.7463,2235.5,15.72,,5.3144,14.8972,995.0531,0.0,1.8156,0.9302,11.15,12.0051,3.677,4.964,3.2179,3.6852,4.6081,0.0106,486.9467,0.0076,2.532,0.0,21.8556,9730.05,2.3369,4.0641,86.8535,86.0636,15.4662,147.3473,양품
-2.8618,-0.0125,32.7345,0.014,-6553.0,68.5556,6.2031,-0.8042,15.57,61.0266,5.4979,0.1477,1.395,239.5899,1.8037,8.6384,-0.0083,4.6877,0.6534,22.8618,0.7463,2258.75,15.72,,4.6677,14.7235,995.0531,0.0,1.8156,0.9302,10.26,10.0122,4.2245,5.1256,2.8347,2.574,4.6081,-0.0125,203.0173,0.0037,2.532,0.0,28.01,,1.8584,4.1506,86.8535,86.0636,15.4662,149.9636,양품
-10.68,-0.0115,24.4009,0.016,-6373.5,69.9,5.1999,-1.229,15.61,58.9032,5.5075,0.1195,1.38,146.6481,1.817,8.6384,-0.0107,5.1245,0.7248,30.68,0.7358,2239.75,15.71,,3.5765,8.1245,992.304,0.0,1.2731,0.9302,18.71,29.5607,19.62,7.0039,2.7968,2.5881,4.6211,0.0183,63.1086,0.004,2.765,307.6923,38.574,9566.7,2.2891,5.0276,86.8535,86.0636,19.9242,144.5064,양품
-0.5591,-0.0119,53.9515,0.0191,-6548.25,68.3667,7.9777,-1.229,15.61,13.6229,5.7273,0.2124,1.38,126.4367,1.801,8.6384,-0.0116,5.0872,0.7248,20.5591,0.7358,2259.75,15.71,,3.3642,10.2994,992.304,0.0,1.2362,0.9302,9.95,13.5312,4.5752,3.7393,2.5032,3.1062,4.6081,0.0184,731.5447,0.0051,2.765,313.5135,24.9284,9202.7698,1.4027,5.2761,86.8535,86.0636,15.4662,147.4464,양품
-2.9609,-0.0141,17.6991,0.0134,-5426.0,72.3222,4.8277,-0.8042,15.57,84.6601,7.597,0.1501,1.395,502.8114,2.0225,8.2963,0.0032,6.2843,0.6534,22.9609,0.7463,2598.0,15.72,,3.0419,12.8735,995.0531,0.0,1.4102,0.9185,15.06,41.0931,14.9418,6.6632,2.3085,7.3252,4.539,-0.0112,296.5305,0.0049,2.532,410.2564,30.9387,8965.11,2.6236,8.0127,86.955,85.1167,23.6002,147.5736,양품
1.4791,-0.0113,23.8411,0.0355,-5257.0,70.5,3.61,-0.0473,15.69,205.1055,7.1279,0.1082,1.22,251.8849,1.9643,9.1526,-0.0155,5.5619,0.8522,18.5209,0.728,2693.75,15.74,,5.9574,14.4462,998.1757,0.0,1.209,0.923,12.91,32.9613,13.0255,9.9402,2.1548,3.9117,4.5459,-0.0376,296.8039,0.0048,2.897,972.549,26.0917,8740.08,1.1243,5.588,86.1978,84.5275,22.4798,146.2264,양품
1.2518,-0.0112,50.7795,0.0372,-6473.25,70.3333,6.4777,-1.229,15.61,32.6637,5.1882,0.1671,1.38,81.9934,1.7997,8.6384,0.0032,4.7898,0.7248,18.7482,0.7358,2216.75,15.71,,3.6967,7.2586,992.304,0.0,1.1539,0.9302,16.73,31.6738,12.8672,6.1926,2.424,4.0841,4.6211,0.0012,860.3486,0.0045,2.765,0.0,24.1495,9178.8601,3.0686,4.2309,86.8535,86.0636,15.4662,141.77,양품
0.0064,-0.0126,27.8884,0.0254,-5459.5,68.0889,1.6329,-0.0473,15.69,43.8824,6.3409,0.0563,1.22,206.0105,1.9885,9.7137,-0.0028,5.6721,0.8522,19.9936,0.728,2518.5,15.74,,3.5248,6.9104,998.1757,0.0,1.8156,0.9324,11.42,37.5476,9.8903,20.6495,4.4805,6.8544,4.5631,-0.021,0.0,0.0047,2.897,720.0,23.1671,8444.6001,4.1997,5.1347,86.9537,85.9501,12.1132,147.3509,양품
2.1927,-0.013,29.2027,0.0262,-5351.75,72.6667,1.3848,-0.8042,15.75,146.85,8.0469,0.046,1.087,275.1344,1.9828,8.3267,-0.0177,6.1324,0.6976,17.8073,0.7135,2534.75,15.75,,7.0183,8.585,999.9423,0.0,0.7545,0.9187,16.2,30.0065,12.06,7.624,2.2779,6.1039,4.5674,0.0004,414.5522,0.0035,2.582,0.0,25.1118,8614.2601,2.5901,7.8895,86.889,87.3041,38.3502,147.2818,양품
3.6664,-0.0126,30.1288,0.0153,-6514.5,69.3778,4.827,-0.1419,15.63,36.782,5.6297,0.1331,1.343,75.0666,1.81,8.6384,-0.0038,4.9721,0.6589,16.3336,0.7226,2262.75,15.69,,3.3152,16.8844,993.4209,0.0,1.8156,0.9302,18.17,34.6371,9.8418,7.8555,2.6725,3.6807,4.6211,0.0023,313.1169,0.0038,2.546,623.7288,21.3671,8873.83,3.7892,4.0967,86.8535,86.0636,19.9323,142.0909,양품
1.4845,-0.0122,52.4053,0.0275,-5227.5,69.9333,4.6694,-0.1419,15.63,72.7387,6.7492,0.1665,1.343,367.1135,2.0513,9.193,-0.0024,6.5199,0.6589,18.5155,0.7226,2575.25,15.69,,4.0038,13.8815,993.4209,0.0,1.6778,0.9286,16.5,11.9288,11.4363,4.8937,3.7352,6.1176,4.5354,0.0178,437.8443,0.0087,2.546,656.4103,28.777,7946.64,2.092,5.1925,86.313,84.5602,15.9859,140.4145,양품
-5.0355,-0.0126,36.5442,0.017,-5874.25,70.4333,2.2581,0.0,15.57,285.7371,5.3448,0.0777,1.144,267.6433,2.0362,9.193,-0.0001,4.7888,0.6159,25.0355,0.8595,2670.5,15.58,2.7233,5.1112,15.4863,990.8618,0.0,2.0953,0.9303,8.34,36.9929,4.8451,4.3535,3.1774,3.7746,4.6029,0.0106,54.2156,0.0047,2.467,569.863,30.6968,8490.0199,0.8043,4.2834,86.313,84.5602,16.564,153.9236,양품
-3.1427,-0.0097,54.7804,0.0147,-5626.0,74.7444,3.8292,0.0,15.57,260.4387,7.1847,0.1287,1.144,432.8695,1.9565,9.004,0.0008,6.2127,0.6159,23.1427,0.8595,2703.5,15.58,,5.7529,14.2568,990.8618,0.0,0.7182,0.9266,13.71,20.0416,6.7622,4.9401,3.8588,4.191,4.5342,0.0299,157.5061,0.005,2.467,0.0,29.0454,,1.3677,7.5167,86.4814,84.1675,15.4662,148.4118,양품
-0.6236,-0.0141,54.4651,0.0185,-5100.0,70.4444,4.634,-1.088,15.58,63.0681,6.1699,0.139,1.295,268.4486,1.9903,8.8973,0.0029,5.9423,0.6543,20.6236,0.7506,2629.25,15.62,,2.5552,9.8808,990.6176,0.0,0.8237,0.9303,6.42,30.3408,3.9514,4.2479,2.9944,2.542,4.6029,0.0113,0.0,0.0059,2.485,0.0,25.3996,8921.35,1.8555,4.7546,86.4023,84.6927,15.4662,151.85,양품
-0.0445,-0.0137,23.3364,0.0204,-5473.75,74.8111,5.1071,0.0,15.57,202.121,7.5267,0.1608,1.144,358.1046,1.9828,8.6691,0.0072,6.5805,0.6159,20.0445,0.8595,2693.25,15.58,7.7402,5.8815,14.0,990.8618,0.0,1.5411,0.9219,14.61,20.776,14.0746,4.6777,2.335,5.4095,4.5623,0.0357,0.0,0.0052,2.467,0.0,28.252,8848.77,3.3512,6.1774,86.6187,85.1305,16.9858,149.7355,양품
-1.3327,-0.0117,64.9573,0.0218,-5569.0,73.3667,2.6618,-0.7569,15.54,160.8133,6.7894,0.0877,1.324,302.7221,2.011,8.5615,0.0008,6.1823,0.7076,21.3327,0.7072,2650.75,15.59,,4.2254,12.4499,984.0379,0.0,1.8156,0.9097,13.86,34.2467,22.0964,5.2136,2.1718,8.9143,4.5012,-0.0015,941.678,0.0037,2.583,0.0,31.7755,9360.7802,3.2866,7.5017,87.1811,87.3732,22.8478,146.5055,양품
2.6991,-0.0132,53.0303,0.0186,-5404.75,74.4,2.5092,-1.277,15.47,102.8798,8.2101,0.0746,1.102,12.842,1.9857,8.941,-0.0021,6.7691,0.6799,17.3009,0.7157,2592.75,15.54,,4.3011,8.2589,986.7484,0.0,1.0969,0.9205,10.63,7.9534,5.1982,7.5751,2.3944,5.1818,4.5377,-0.0127,356.7868,0.0077,2.51,0.0,22.2363,,3.0612,7.3544,86.2164,84.0447,14.5175,150.72,양품
-2.5418,-0.0107,67.907,0.0262,-5115.25,72.1111,4.4474,-1.277,15.47,111.1276,5.179,0.1641,1.102,340.1719,1.9992,8.8054,-0.0028,4.8125,0.6799,22.5418,0.7157,2589.0,15.54,,5.4083,14.4799,986.7484,0.0,1.1389,0.9317,19.29,24.1862,15.2091,17.3349,3.8897,3.965,4.611,0.0083,467.7754,0.0046,2.51,482.1918,30.2702,,3.0274,5.9951,86.2893,85.0209,13.1632,147.0382,양품
-1.1236,-0.0147,48.2173,0.0182,-5530.25,72.7444,2.1893,-0.7569,15.54,262.0636,6.2176,0.0735,1.324,312.0453,2.019,9.0355,0.0027,5.6285,0.7076,21.1236,0.7072,2601.0,15.59,,6.7359,14.2058,984.0379,0.0,1.535,0.9304,13.14,16.0182,8.4991,5.247,2.9179,3.8851,4.5846,0.005,347.0874,0.0024,2.583,480.0,28.189,9789.3101,1.3561,3.5144,86.4257,84.0747,15.4662,150.0618,양품
-0.9091,-0.0135,47.2761,0.0176,-5160.75,68.8778,2.6912,-1.088,15.51,163.8709,5.9428,0.0865,1.423,203.6572,1.9825,8.6472,0.0172,5.3456,0.592,20.9091,0.7399,2566.5,15.54,,2.9037,16.1815,988.7396,0.0,1.8156,0.9325,16.93,24.7655,9.7,19.3313,4.3998,4.2125,4.567,0.0154,0.0,0.005,2.648,0.0,27.7301,8742.7398,3.3968,7.1735,86.5763,85.0041,23.0089,150.0309,양품
-1.7382,-0.0126,20.6349,0.0215,-5200.75,69.8222,3.3855,-1.088,15.51,168.9556,7.1458,0.1187,1.423,812.7084,1.9635,9.1526,0.0077,6.5026,0.592,21.7382,0.7399,2576.0,15.54,,4.1534,9.2306,988.7396,0.0,1.8156,0.9185,19.38,27.2989,18.3764,6.9115,2.3994,8.3401,4.539,-0.0062,497.6464,0.0027,2.648,0.0,29.9212,9482.5201,2.5421,7.3305,86.1978,84.5275,23.4168,144.9627,양품
0.2327,-0.0136,26.4706,0.0153,-5405.5,73.2444,2.1919,-1.088,15.58,127.5252,5.7606,0.0666,1.295,783.0396,1.975,8.7552,-0.0049,5.6142,0.6543,19.7673,0.7506,2582.0,15.62,,4.0959,9.7063,990.6176,0.0,1.6485,0.9304,11.18,14.7246,8.0718,5.8555,2.7817,3.0945,4.5846,-0.0025,0.0,0.0043,2.485,595.3488,26.7875,,2.2113,3.534,86.438,85.9625,39.9283,145.0964,양품
-1.3018,-0.0096,50.9091,0.0281,-5175.5,73.4,3.6726,-1.088,15.51,149.5892,7.819,0.1117,1.423,363.0376,1.9867,8.7538,-0.0187,6.204,0.592,21.3018,0.7399,2585.25,15.54,,3.8147,11.9908,988.7396,0.0,1.1199,0.9203,14.88,8.6169,8.2146,5.4439,2.497,5.6614,4.534,-0.0024,874.9302,0.0048,2.648,193.9394,27.3802,,3.2764,6.1873,86.2393,83.217,15.4662,148.7264,양품
-2.8845,-0.0101,57.2133,0.0222,-4821.5,73.6444,6.7815,-0.8988,15.56,189.4842,6.4491,0.2048,1.182,989.5037,2.0263,9.004,-0.0209,5.8695,0.6289,22.8845,0.7416,2549.25,15.57,,5.7031,15.3045,986.9524,0.0,1.1167,0.9266,21.05,23.0873,10.6327,7.6771,4.1843,2.406,4.5342,0.001,227.0717,0.0066,2.438,980.6452,31.0334,,2.2685,4.5642,86.4814,84.1675,35.6152,146.7164,양품
-4.7682,-0.0115,30.5677,0.0238,-5552.0,73.9444,1.131,-0.8988,15.56,93.2894,6.3801,0.0373,1.182,526.8605,1.9817,8.941,0.0029,6.047,0.6289,24.7682,0.7416,2640.25,15.57,,5.139,15.961,986.9524,0.0,1.8156,0.9306,22.63,43.098,12.0564,21.5191,4.2656,3.8697,4.5601,-0.0059,224.1947,0.0055,2.438,0.0,32.6371,,2.9751,5.5193,86.2164,84.0447,20.8127,150.9155,양품
3.3573,-0.0099,62.9442,0.0343,-5393.5,72.1556,5.2397,-0.9934,15.56,191.4896,7.0746,0.166,1.522,330.1984,1.9805,9.065,-0.0206,5.7494,0.6652,16.6427,0.7471,2598.75,15.59,,5.2664,12.7241,985.77,0.0,1.8156,0.9204,8.29,37.5469,9.0228,8.9571,1.8236,8.362,4.4941,-0.0074,194.5031,0.0067,2.909,928.0,21.6069,,1.9222,5.3731,86.3325,84.0773,25.2431,153.1927,양품
-2.6591,-0.009,43.2133,0.0264,-5304.75,72.6556,1.7694,-0.8988,15.56,145.4198,7.5973,0.0558,1.182,507.1919,2.0175,7.6032,-0.0045,6.5822,0.6289,22.6591,0.7416,2805.75,15.57,,3.7162,11.3795,986.9524,0.0,3.4673,0.9097,20.57,27.393,19.61,4.4051,2.2527,6.2544,4.5012,-0.0039,401.265,0.0048,2.438,0.0,33.3483,9288.2701,2.833,8.288,87.2358,105.6038,15.4662,147.0955,양품
26.9709,-0.0101,29.5931,0.0266,-5475.0,73.1111,2.2923,-0.8988,15.56,141.3916,8.0467,0.0777,1.182,236.5939,1.997,8.451,-0.018,7.1454,0.6289,16.775,0.7416,2546.75,15.57,,5.0608,11.7847,986.9524,0.0056,1.7794,0.9187,17.88,20.5457,22.5675,32.4743,1.8411,23.1002,4.5674,0.0073,181.2323,0.0033,2.438,387.6289,82.3929,9288.4699,3.4114,23.5909,87.0768,86.7657,22.3349,150.0855,양품
0.6055,-0.0116,64.5161,0.0264,-5591.75,73.6333,3.4248,-0.8988,15.56,165.2049,6.4327,0.1165,1.182,215.4196,1.9785,9.4749,-0.0114,6.4576,0.6289,19.3945,0.7416,2476.0,15.57,,4.4817,12.6516,986.9524,0.0,1.4327,0.9317,16.48,19.1275,8.3091,21.4846,4.2288,4.2645,4.611,-0.0071,0.0,0.0037,2.438,0.0,26.314,9109.5299,4.0432,6.3943,87.4597,86.4072,15.4662,152.6555,양품
4.7545,-0.0091,39.4521,0.0254,-5592.25,72.0778,2.3033,-0.8988,15.56,110.1646,7.6244,0.0761,1.182,275.2058,1.9882,8.9605,-0.0021,6.6776,0.6289,15.2455,0.7416,2578.25,15.57,,5.6883,12.9499,986.9524,0.0,1.5501,0.9204,8.44,46.8875,6.6745,7.2421,1.8123,6.2911,4.4941,0.0002,190.5545,0.0029,2.438,552.1127,19.4363,8224.6899,2.7215,4.9684,86.4061,84.078,15.4662,151.9618,양품
-0.2709,-0.0098,35.8056,0.0247,-5394.25,72.5667,3.2051,-0.9934,15.56,140.6257,7.9792,0.1048,1.522,230.2482,1.995,8.7552,-0.0217,6.2523,0.6652,20.2709,0.7471,2507.25,15.59,,4.2719,12.2875,985.77,0.0,0.704,0.9202,15.33,24.2878,10.4146,8.731,2.4542,3.3925,4.5681,0.015,0.0,0.0028,2.909,688.3721,25.1055,,2.0225,7.1832,86.438,85.9625,56.5024,146.7955,양품
-2.8555,-0.0109,51.3761,0.0279,-6476.25,66.7222,6.763,-1.277,15.47,55.2841,5.6773,0.1625,1.102,184.0333,1.7945,8.7326,-0.02,5.6922,0.6799,22.8555,0.7157,2199.5,15.54,,2.2481,11.9019,986.7484,0.0,,0.8755,14.7,26.3533,15.0036,3.9723,3.2534,3.5169,4.2234,-0.0068,106.8131,0.0078,2.51,787.0968,30.1789,9033.72,0.9976,4.2161,86.441,85.4593,22.5697,142.7382,양품
